"id","x","y","z","seq_id"
"204","372299.5412","147341.2965","0","5"
"204","372333.0377","147412.7556","0","6"
"204","372321.8722","147473.0493","0","7"
"204","372298.4247","147531.1099","0","8"
"204","372251.5296","147567.9561","0","9"
"204","372183.42","147598.1029","0","10"
"204","372111.1228","147614.221","0","11"
"204","372064.504","147618.7556","0","12"
"204","371999.8149","147605.2886","0","13"
"205","371589.8402","147264.6677","0","0"
"205","371567.1599","147199.0722","0","1"
"205","371576.5786","147118.0573","0","2"
"205","371609.5134","147042.0611","0","3"
"205","371669.8071","146988.4667","0","4"
"205","371736.8001","146966.1357","0","5"
"205","371814.9586","146957.2033","0","6"
"205","371881.9515","146954.9702","0","7"
"205","371926.6135","146990.6998","0","8"
"205","371966.8093","147033.1287","0","9"
"205","371983.5576","147077.7907","0","10"
"205","371995.8396","147126.9189","0","11"
"205","371999.1893","147186.096","0","12"
"205","371991.3734","147249.7394","0","13"
"206","371534.9877","147644.2285","0","0"
"206","371451.1049","147671.7244","0","1"
"206","371386.2034","147669.5621","0","2"
"206","371323.6766","147647.2311","0","3"
"206","371258.9167","147618.2008","0","4"
"206","371232.1195","147548.9747","0","5"
"206","371234.3526","147477.5155","0","6"
"206","371265.616","147397.1239","0","7"
"206","371303.5787","147356.9282","0","8"
"206","371361.6393","147343.5296","0","9"
"206","371417.4668","147327.8979","0","10"
"206","371475.5274","147323.4317","0","11"
"206","371526.8887","147323.4317","0","12"
"207","371212.0216","148052.5387","0","0"
"207","371322.5601","148023.5084","0","1"
"207","371425.2826","148001.1774","0","2"
"207","371552.5693","147990.0119","0","3"
"207","371688.7884","147983.3126","0","4"
"207","371847.3385","147981.0795","0","5"
"207","371972.3921","147981.0795","0","6"
"207","372110.8443","147990.0119","0","7"
"207","372220.2662","148001.1774","0","8"
"207","372339.737","148022.3919","0","9"
"208","372410.0796","147952.0492","0","0"
"208","372396.681","147831.4619","0","1"
"208","372378.8162","147710.8745","0","2"
"208","372374.35","147554.5575","0","3"
"208","372383.2824","147429.5039","0","4"
"208","372405.6134","147322.3151","0","5"
"208","372427.9444","147228.5249","0","6"
"208","372451.392","147128.0354","0","7"
"208","372473.723","147039.828","0","8"
"208","372493.3346","146949.8076","0","9"
"208","372519.3646","146899.6336","0","10"
"209","372469.3253","146851.6174","0","0"
"209","372334.7776","146877.9944","0","1"
"209","372153.2732","146882.3945","0","2"
"209","371925.497","146900.2593","0","3"
"209","371746.849","146904.7255","0","4"
"209","371581.5996","146918.124","0","5"
"209","371358.2897","146935.9888","0","6"
"209","371237.7023","146935.9888","0","7"
"209","371134.9797","146931.5226","0","8"
"209","371112.6487","146931.5226","0","9"
"300","371067.9867","146989.5832","0","0"
"300","371114.8818","147136.9678","0","1"
"300","371141.679","147253.089","0","2"
"300","371150.6114","147369.2102","0","3"
"300","371172.9424","147498.73","0","4"
"300","371181.8748","147605.9188","0","5"
"300","371177.4086","147699.709","0","6"
"300","371172.9424","147780.1006","0","7"
"300","371172.9424","147860.4921","0","8"
"300","371164.01","147936.4175","0","9"
"300","371155.0776","147994.4781","0","10"
"301","371088.528","146976.0618","0","0"
"301","371190.8676","147045.3886","0","1"
"301","371543.1187","147306.6844","0","2"
"302","371575.837","147281.7556","0","0"
"302","371350.4562","147129.7932","0","1"
"302","371212.1461","147029.0751","0","2"
"302","371104.2071","146949.0978","0","3"
"303","372529.2713","146872.6246","0","0"
"303","372897.7328","146519.7949","0","1"
"303","373187.8158","146283.6808","0","2"
"303","373204.3104","146270.255","0","3"
"304","373183.9501","146241.1925","0","0"
"304","373164.5173","146257.2986","0","1"
"304","372872.0522","146499.697","0","2"
"304","372502.5698","146846.9945","0","3"
"305","367679.8361","147121.081","0","0"
"305","367666.7749","147105.4076","0","1"
"305","367619.8015","147049.0395","0","2"
"305","367259.0835","146892.2056","0","3"
"306","367243.9194","146926.0025","0","0"
"306","367583.4347","147073.6178","0","1"
"306","367632.9326","147132.1691","0","2"
"306","367644.456","147145.8002","0","3"
"307","362532.8003","145101.7765","0","0"
"307","363104.4738","145280.4245","0","1"
"307","364251.003","145674.9275","0","2"
"307","365245.0675","146136.4574","0","3"
"307","365961.8604","146494.7404","0","4"
"307","365976.5364","146499.3793","0","5"
"308","365993.1095","146466.924","0","0"
"308","365981.4775","146462.1199","0","1"
"308","365279.513","146111.1376","0","2"
"308","364279.0843","145646.6529","0","3"
"308","363135.7372","145253.6273","0","4"
"308","362564.0637","145074.9793","0","5"
"309","366594.8887","146690.9976","0","0"
"309","366972.2026","146807.8647","0","1"
"309","367213.183","146912.6388","0","2"
"310","367228.7204","146879.0042","0","0"
"310","367003.466","146781.0676","0","1"
"310","366605.7274","146657.8742","0","2"
"311","367014.5997","147420.0371","0","0"
"311","367385.6531","147418.8363","0","1"
"311","367606.6039","147445.2544","0","2"
"311","367815.5466","147517.3036","0","3"
"311","368005.2762","147608.5659","0","4"
"311","368132.7787","147651.866","0","5"
"312","368146.4562","147615.347","0","0"
"312","368031.1775","147581.724","0","1"
"312","367816.369","147480.4791","0","2"
"312","367619.7127","147412.6665","0","3"
"312","367394.7466","147384.8639","0","4"
"312","367017.0887","147390.2676","0","5"
"313","368196.1694","147608.3912","0","0"
"313","368270.4009","147321.5773","0","1"
"313","368316.0321","147242.3232","0","2"
"313","368445.7206","147187.0855","0","3"
"313","368645.0568","147081.4133","0","4"
"313","368738.7207","146990.151","0","5"
"313","368841.9912","146838.8477","0","6"
"313","368880.4175","146675.5362","0","7"
"313","368885.2208","146639.5116","0","8"
"314","368853.9994","146635.9091","0","0"
"314","368849.1962","146671.9337","0","1"
"314","368810.7699","146835.2452","0","2"
"314","368707.4994","146986.5486","0","3"
"314","368613.8354","147077.8109","0","4"
"314","368418.1018","147172.6757","0","5"
"314","368292.0157","147235.1183","0","6"
"314","368245.1837","147317.9749","0","7"
"314","368169.532","147603.7701","0","8"
"315","368895.6232","146621.3609","0","0"
"315","369278.1546","146647.8253","0","1"
"315","369470.6233","146657.7216","0","2"
"316","369470.6233","146635.796","0","0"
"316","368899.232","146600.9111","0","1"
"317","368888.4056","146593.6935","0","0"
"317","368898.0291","146478.2123","0","1"
"317","368883.5939","146377.1663","0","2"
"317","368811.4182","146314.614","0","3"
"317","368751.2717","146276.1202","0","4"
"317","368628.573","146179.8859","0","5"
"317","368561.209","146076.434","0","6"
"317","368551.5855","145965.7646","0","7"
"317","368551.5855","145855.0951","0","8"
"317","368580.4558","145734.8022","0","9"
"317","368589.1699","145727.5243","0","10"
"318","368589.1699","145727.5243","0","0"
"318","368597.8841","145720.2463","0","1"
"318","368744.0542","145724.5773","0","2"
"318","369197.5584","145725.7802","0","3"
"318","369418.8973","145677.6631","0","4"
"318","369572.8722","145696.9099","0","5"
"318","369572.8722","145841.2614","0","6"
"318","369572.8722","146081.8472","0","7"
"318","369510.3199","146500.4665","0","8"
"318","369503.1024","146570.2364","0","9"
"318","369491.5158","146622.9027","0","10"
"319","368576.2452","145714.7044","0","0"
"319","368550.3826","145731.1934","0","1"
"319","368521.5123","145851.4863","0","2"
"319","368521.5123","145962.1558","0","3"
"319","368531.1357","146072.8252","0","4"
"319","368600.9056","146187.1035","0","5"
"319","368716.3868","146282.1349","0","6"
"319","368777.7362","146320.6286","0","7"
"319","368847.5061","146377.1663","0","8"
"319","368867.9559","146474.6035","0","9"
"319","368858.3324","146590.0847","0","10"
"320","369522.3728","146627.2137","0","0"
"320","369534.3785","146572.6422","0","1"
"320","369541.5961","146502.8724","0","2"
"320","369604.1484","146084.2531","0","3"
"320","369604.1484","145843.6673","0","4"
"320","369604.1484","145680.6704","0","5"
"320","369408.6163","145658.2428","0","6"
"320","369195.1525","145699.3158","0","7"
"320","368744.0542","145699.3158","0","8"
"320","368602.1078","145698.2154","0","9"
"320","368576.2452","145714.7044","0","10"
"321","369533.1756","146662.2604","0","0"
"321","369919.3158","146687.5219","0","1"
"321","370082.9141","146687.5219","0","2"
"321","370198.3953","146721.204","0","3"
"321","370299.4413","146894.4257","0","4"
"321","370309.0648","147019.5303","0","5"
"321","370313.8765","147255.3044","0","6"
"322","370340.3409","147257.7103","0","0"
"322","370340.3409","147021.9362","0","1"
"322","370333.1234","146892.0199","0","2"
"322","370229.6715","146713.9864","0","3"
"322","370094.9434","146663.4634","0","4"
"322","369924.1275","146663.4634","0","5"
"322","369536.7844","146643.0136","0","6"
"323","370297.0355","147267.3337","0","0"
"323","370026.3765","147268.5366","0","1"
"323","369785.7907","147268.5366","0","2"
"323","369689.5563","147254.1015","0","3"
"323","369525.958","147143.432","0","4"
"323","369371.9831","147080.8797","0","5"
"323","369208.3848","147104.9383","0","6"
"323","369160.2676","147196.3609","0","7"
"323","369091.3078","147319.6225","0","8"
"323","369091.3951","147430.4957","0","9"
"324","369107.7847","147431.375","0","0"
"324","369107.7454","147343.0045","0","1"
"324","369219.2111","147120.5764","0","2"
"324","369365.9685","147098.9237","0","3"
"324","369519.9434","147162.6789","0","4"
"324","369677.5271","147273.3484","0","5"
"324","369785.7907","147288.9864","0","6"
"324","370021.5647","147286.5806","0","7"
"324","370299.4413","147287.7835","0","8"
"325","370311.4706","147298.6099","0","0"
"325","370280.1945","147635.43","0","1"
"325","370294.6296","147765.3463","0","2"
"325","370323.4999","147914.5095","0","3"
"325","370355.7341","148060.1042","0","4"
"326","370383.4417","148062.7441","0","0"
"326","370352.3702","147902.4802","0","1"
"326","370323.4999","147765.3463","0","2"
"326","370311.4706","147633.0241","0","3"
"326","370342.7468","147298.6099","0","4"
"327","368196.8085","147667.584","0","0"
"327","370333.3062","148111.0659","0","1"
"328","370344.5604","148080.4625","0","0"
"328","368204.0696","147632.049","0","1"
"329","370392.9443","148122.2798","0","0"
"329","370739.7133","148183.9656","0","1"
"330","370745.728","148161.11","0","0"
"330","370399.8255","148093.9909","0","1"
"331","366947.4797","147387.6266","0","0"
"331","366664.19","147386.4237","0","1"
"331","366382.7046","147321.4655","0","2"
"331","366041.0728","147008.704","0","3"
"331","365858.2275","146768.1182","0","4"
"331","365564.7129","146440.9215","0","5"
"331","365093.1647","145825.0219","0","6"
"332","365064.2944","145858.7039","0","0"
"332","365526.2191","146455.3567","0","1"
"332","365992.9556","147032.7626","0","2"
"332","366358.646","147369.5827","0","3"
"332","366655.7695","147422.5116","0","4"
"332","366951.0885","147424.3159","0","5"
"333","365091.3603","145811.7897","0","0"
"333","365216.4649","145703.526","0","1"
"333","365457.0507","145450.911","0","2"
"333","365817.0112","145262.5221","0","3"
"334","365832.9441","145252.5671","0","0"
"334","365937.6209","145176.6431","0","1"
"334","366014.6083","145099.6557","0","2"
"334","366055.5079","144986.5804","0","3"
"334","366081.9723","144931.2456","0","4"
"334","366091.5958","144832.6055","0","5"
"334","366100.6177","144711.1096","0","6"
"334","366088.8828","144615.7968","0","7"
"334","366088.3569","144611.5254","0","8"
"335","365809.0041","145249.8018","0","0"
"335","365439.0068","145440.0846","0","1"
"335","365203.2327","145689.0909","0","2"
"335","365074.5193","145794.9486","0","3"
"336","366073.013","144613.4891","0","0"
"336","366073.5989","144617.9454","0","1"
"336","366084.9797","144704.7943","0","2"
"336","366080.1679","144808.8476","0","3"
"336","366069.943","144908.0893","0","4"
"336","366044.6815","144965.2284","0","5"
"336","366001.3761","145082.2132","0","6"
"336","365920.1876","145159.2786","0","7"
"336","365822.7172","145241.0282","0","8"
"337","365885.2605","145318.8059","0","0"
"337","365835.9654","145261.1519","0","1"
"338","365829.2009","145266.7383","0","0"
"338","365876.3074","145323.1027","0","1"
"339","365060.863","145790.4083","0","0"
"339","364935.4307","145519.4779","0","1"
"339","364887.3135","145394.3733","0","2"
"339","364877.6901","145062.3649","0","3"
"339","364863.2549","144816.9674","0","4"
"339","364872.8783","144662.9925","0","5"
"339","364916.1838","144388.7247","0","6"
"339","364930.6189","144143.3272","0","7"
"339","364935.4307","144023.0343","0","8"
"339","364906.5604","143917.1765","0","9"
"339","364858.4432","143825.7539","0","10"
"339","364788.0719","143715.6859","0","11"
"340","364770.0279","143724.7079","0","0"
"340","364839.7978","143831.7685","0","1"
"340","364911.9735","144025.4401","0","2"
"340","364908.3648","144144.5301","0","3"
"340","364891.5237","144387.5217","0","4"
"340","364849.4212","144659.3837","0","5"
"340","364842.2037","144815.7645","0","6"
"340","364856.6388","145061.162","0","7"
"340","364869.871","145397.9821","0","8"
"340","364914.3794","145526.6955","0","9"
"340","365034.1605","145801.651","0","10"
"341","364777.2455","143689.8229","0","0"
"341","364671.9892","143456.4547","0","1"
"341","364635.9013","143340.9735","0","2"
"341","364631.0896","143232.7099","0","3"
"341","364633.4955","143131.6639","0","4"
"341","364638.3072","143081.1409","0","5"
"341","364639.5101","143070.3145","0","6"
"342","364643.7204","143034.2266","0","0"
"342","364653.3438","142957.2392","0","1"
"342","364650.9379","142885.0634","0","2"
"342","364638.9087","142846.5697","0","3"
"342","364591.9944","142587.94","0","4"
"342","364466.8898","142347.3542","0","5"
"342","364187.8103","141885.4295","0","6"
"342","363918.3542","141664.0905","0","7"
"342","363658.5215","141538.9859","0","8"
"343","363648.8981","141572.6679","0","0"
"343","363894.2956","141690.555","0","1"
"343","364144.5048","141907.0822","0","2"
"343","364548.689","142592.7517","0","3"
"343","364604.0237","142842.9609","0","4"
"343","364623.2706","142907.9191","0","5"
"343","364620.8647","142982.5007","0","6"
"343","364613.6472","143030.6178","0","7"
"344","364606.4296","143066.7057","0","0"
"344","364600.4149","143232.7099","0","1"
"344","364605.2266","143339.7706","0","2"
"344","364644.9233","143461.2664","0","3"
"344","364751.984","143693.4317","0","4"
"345","372386.9742","148034.8024","0","0"
"345","372899.422","148525.5974","0","1"
"346","372925.8864","148511.1623","0","0"
"346","372432.6855","148020.3673","0","1"
"347","372787.5884","140065.2223","0","0"
"347","373876.8018","139874.1322","0","1"
"348","373915.2955","139872.9293","0","0"
"348","374163.0989","139836.8414","0","1"
"348","374410.9022","139807.9711","0","2"
"348","374562.4713","139781.5067","0","3"
"348","374863.2035","139709.3309","0","4"
"348","374993.1199","139617.9083","0","5"
"348","375030.4107","139473.5569","0","6"
"348","375020.7872","139373.7137","0","7"
"348","374989.5111","139297.9292","0","8"
"348","374911.3207","139252.2179","0","9"
"348","374757.3458","139204.1008","0","10"
"348","374641.8646","139165.607","0","11"
"348","374560.0654","139136.7367","0","12"
"348","374486.6868","139112.6782","0","13"
"348","374444.5842","139038.0966","0","14"
"349","374478.2663","140154.4147","0","0"
"349","374475.8604","139853.6824","0","1"
"349","374478.2663","139644.3728","0","2"
"349","374502.3248","139425.4397","0","3"
"349","374584.124","139314.7702","0","4"
"349","374709.2286","139281.0882","0","5"
"349","374858.3918","139271.4648","0","6"
"349","374949.8144","139329.2054","0","7"
"349","374959.4378","139396.5694","0","8"
"349","374959.4378","139540.9209","0","9"
"349","374930.5676","139627.5318","0","10"
"349","374819.8981","139690.0841","0","11"
"349","374567.283","139752.6364","0","12"
"349","374420.5257","139774.2891","0","13"
"349","374170.3164","139810.377","0","14"
"349","373922.5131","139848.8707","0","15"
"350","374446.9901","140141.1824","0","0"
"350","374418.1198","139040.5024","0","1"
"351","374361.5821","139041.7053","0","0"
"351","374388.0466","140148.4","0","1"
"352","374419.3227","139008.0233","0","0"
"352","374409.6993","138497.9814","0","1"
"353","374366.3939","138507.6049","0","0"
"353","374362.2512","138999.4913","0","1"
"354","374342.3353","139048.9229","0","0"
"354","374331.5089","139152.3748","0","1"
"354","374319.4796","139201.6949","0","2"
"354","374280.9859","139406.1928","0","3"
"354","374254.5215","139507.2389","0","4"
"354","374228.057","139598.6615","0","5"
"354","374172.7223","139694.8958","0","6"
"354","374088.5173","139774.2891","0","7"
"354","374033.1825","139807.9711","0","8"
"354","373970.6302","139824.2107","0","9"
"354","373921.3101","139836.8414","0","10"
"355","373916.4984","139882.5527","0","0"
"355","373987.4712","139880.1468","0","1"
"355","374081.9012","139879.5454","0","2"
"355","374182.9472","139887.3644","0","3"
"355","374240.6878","139907.8142","0","4"
"355","374318.2767","139961.946","0","5"
"355","374348.3499","139999.2368","0","6"
"355","374365.1909","140060.5862","0","7"
"355","374370.0026","140132.7619","0","8"
"355","374373.01","140148.4","0","9"
"356","372754.9201","140089.3061","0","0"
"356","372920.9243","140755.1273","0","1"
"356","373094.1461","141178.5583","0","2"
"356","373209.6273","141890.6923","0","3"
"356","373286.6147","142448.8513","0","4"
"356","373255.0159","142993.0734","0","5"
"357","373299.4128","142992.9738","0","0"
"357","373325.1085","142453.663","0","1"
"357","373250.5269","141881.0688","0","2"
"357","373132.6398","141168.9349","0","3"
"357","372956.4107","140749.7141","0","4"
"357","372780.1816","140085.0959","0","5"
"358","373308.2675","143043.0982","0","0"
"358","373628.2466","143045.5041","0","1"
"358","373844.7738","143045.5041","0","2"
"358","374155.1295","143035.8807","0","3"
"358","374357.2215","142942.0522","0","4"
"358","374431.8031","142764.0187","0","5"
"358","374465.4851","142638.9141","0","6"
"358","374475.1086","142434.4162","0","7"
"359","374446.2383","142446.4455","0","0"
"359","374436.6148","142634.1024","0","1"
"359","374402.9328","142766.4246","0","2"
"359","374340.3805","142927.6171","0","3"
"359","374152.7236","143004.6045","0","4"
"359","373849.5855","143021.4455","0","5"
"359","373625.8407","143016.6338","0","6"
"359","373313.0792","143016.6338","0","7"
"360","373248.121","143059.9392","0","0"
"360","373103.7695","144029.5","0","1"
"360","373007.5352","144472.1779","0","2"
"360","372911.3009","144799.3745","0","3"
"360","372776.5728","144914.8557","0","4"
"360","372572.0749","144989.4373","0","5"
"360","372252.0958","144996.6549","0","6"
"360","372018.7276","144967.7846","0","7"
"360","371857.5351","144914.8557","0","8"
"360","371764.3081","144746.4457","0","9"
"361","371743.8583","144758.475","0","0"
"361","371843.7014","144924.4792","0","1"
"361","372015.7203","144983.4227","0","2"
"361","372252.6973","145013.4959","0","3"
"361","372573.8793","145007.4813","0","4"
"361","372783.189","144932.8997","0","5"
"361","372934.758","144810.2009","0","6"
"361","373032.496","144470.9749","0","7"
"361","373131.4369","144034.9132","0","8"
"361","373290.2235","143067.7583","0","9"
"362","371727.6188","144748.2501","0","0"
"362","371539.9619","144816.817","0","1"
"362","371244.0413","144974.4007","0","2"
"362","371061.1961","145205.3631","0","3"
"362","371041.9493","145426.702","0","4"
"362","371128.5601","145763.5221","0","5"
"362","371301.7819","146206.2","0","6"
"363","371323.4346","146201.3883","0","0"
"363","371152.6187","145756.3046","0","1"
"363","371066.0078","145433.9196","0","2"
"363","371080.443","145217.3924","0","3"
"363","371258.4765","144991.2417","0","4"
"363","371547.1794","144842.0785","0","5"
"363","371730.0246","144762.6852","0","6"
"364","367021.0517","146949.6666","0","0"
"364","367029.9841","146916.7284","0","1"
"364","367050.082","146894.9556","0","2"
"364","367093.6274","146882.6736","0","3"
"364","367154.4794","146897.1887","0","4"
"364","367209.6847","146919.6988","0","5"
"365","366593.9713","146703.4673","0","0"
"365","366662.0809","146728.0314","0","1"
"365","366754.7545","146764.8776","0","2"
"365","366807.2324","146787.2086","0","3"
"365","366858.5936","146806.1899","0","4"
"365","366896.5563","146826.2878","0","5"
"365","366924.4701","146841.9195","0","6"
"365","366951.2673","146863.134","0","7"
"365","366964.6659","146889.9312","0","8"
"365","366970.2486","146914.4953","0","9"
"365","366971.3652","146944.6421","0","10"
"366","367230.4048","146862.2966","0","0"
"366","367023.3955","146764.2633","0","1"
"366","366917.7708","146730.5437","0","2"
"366","366841.8454","146695.9306","0","3"
"366","366808.3489","146651.2686","0","4"
"366","366794.9503","146613.3059","0","5"
"366","366794.9503","146570.877","0","6"
"366","366803.8827","146532.9143","0","7"
"366","366821.7475","146510.5833","0","8"
"366","366846.3116","146494.9516","0","9"
"366","366873.1088","146483.7861","0","10"
"366","366915.5377","146483.7861","0","11"
"366","366957.9666","146499.4178","0","12"
"366","366980.2976","146548.546","0","13"
"366","366991.4631","146604.3735","0","14"
"366","366993.6962","146673.5996","0","15"
"366","366986.9969","146827.6835","0","16"
"366","366983.6472","146944.363","0","17"
"367","367012.3984","146944.6421","0","0"
"367","367019.3768","146711.5623","0","1"
"367","367019.3768","146653.5017","0","2"
"367","367014.9106","146564.1777","0","3"
"367","366997.9801","146487.7082","0","4"
"367","366977.5062","146458.6638","0","5"
"367","366912.188","146438.5659","0","6"
"367","366827.3302","146456.9889","0","7"
"367","366786.0179","146517.2826","0","8"
"367","366775.969","146570.877","0","9"
"367","366755.8711","146611.0728","0","10"
"367","366724.6077","146633.4038","0","11"
"367","366697.8105","146649.0355","0","12"
"367","366650.315","146653.3332","0","13"
"367","366605.653","146649.2989","0","14"
"368","366968.5705","147165.0735","0","0"
"368","366968.4358","147175.3035","0","1"
"368","366965.818","147374.1319","0","2"
"369","367004.4983","147373.1238","0","0"
"369","367007.8109","147173.1459","0","1"
"369","367007.9735","147163.3304","0","2"
"371","373875.326","139862.1029","0","0"
"371","372784.3603","140048.0154","0","1"
"372","369911.0605","144016.5475","0","0"
"372","370455.8634","144046.448","0","1"
"373","370456.2879","144031.8348","0","0"
"373","369914.6029","144002.6274","0","1"
"374","370493.6505","144048.6394","0","0"
"374","370924.2522","144077.4253","0","1"
"375","370924.9935","144064.9744","0","0"
"375","370494.347","144037.789","0","1"
"376","365976.5364","146499.3793","0","0"
"376","365991.2124","146504.0182","0","1"
"376","366543.8563","146675.1911","0","2"
"377","366555.7791","146642.4035","0","0"
"377","366004.7416","146471.7281","0","1"
"377","365993.1095","146466.924","0","2"
"378","367007.9735","147163.3304","0","0"
"378","367009.8859","147153.5444","0","1"
"378","367012.633","146987.7066","0","2"
"379","366970.9482","146984.4765","0","0"
"379","366968.7051","147154.8471","0","1"
"379","366968.5705","147165.0735","0","2"
"380","367644.456","147145.8002","0","0"
"380","367655.9795","147159.4312","0","1"
"380","367811.8481","147343.8087","0","2"
"380","368026.2257","147808.2934","0","3"
"380","368278.6164","148230.1655","0","4"
"380","368622.4129","148538.7008","0","5"
"380","368848.0064","148683.6685","0","6"
"380","369348.2207","148755.1277","0","7"
"380","369916.2526","148741.9007","0","8"
"380","370416.3237","148587.3534","0","9"
"380","370559.5113","148484.8355","0","10"
"380","370572.2668","148475.703","0","11"
"381","370554.088","148450.2488","0","0"
"381","370541.2525","148459.6867","0","1"
"381","370406.71","148558.615","0","2"
"381","369933.2929","148710.4657","0","3"
"381","369379.4841","148728.3305","0","4"
"381","368879.2698","148656.8713","0","5"
"381","368655.9598","148513.953","0","6"
"381","368307.5963","148201.319","0","7"
"381","368057.4891","147781.4962","0","8"
"381","367843.1115","147317.0115","0","9"
"381","367692.8972","147136.7544","0","10"
"381","367679.8361","147121.081","0","11"
"382","370572.2668","148475.703","0","0"
"382","370585.0224","148466.5704","0","1"
"382","370721.5771","148368.8015","0","2"
"382","371014.9956","148168.6143","0","3"
"382","371167.0805","148058.9589","0","4"
"383","371148.0991","148031.6034","0","0"
"383","371014.1132","148129.8598","0","1"
"383","370710.4116","148335.305","0","2"
"383","370566.9236","148440.8109","0","3"
"383","370554.088","148450.2488","0","4"
"384","374391.5514","140204.6962","0","0"
"384","374704.6954","142671.7696","0","1"
"384","374606.4866","143503.9089","0","2"
"384","374301.9221","145196.326","0","3"
"384","373886.9777","145647.9708","0","4"
"384","373625.7729","145908.7131","0","5"
"384","373254.1917","146182.9754","0","6"
"384","373203.3829","146225.0863","0","7"
"384","373183.9501","146241.1925","0","8"
"385","370617.5478","146642.5151","0","0"
"385","370631.2693","146652.7083","0","1"
"385","370839.0633","146807.0696","0","2"
"385","371053.8897","146953.7497","0","3"
"386","371074.6185","146923.9754","0","0"
"386","370894.3874","146790.7561","0","1"
"386","370668.8746","146616.1108","0","2"
"386","370653.6997","146604.3588","0","3"
"387","370335.8014","145085.8845","0","0"
"387","370345.2904","145055.5608","0","1"
"387","370429.0979","144787.7414","0","2"
"387","370452.8588","144668.2272","0","3"
"388","370424.3501","144663.6169","0","0"
"388","370283.2031","145039.5555","0","1"
"388","370272.2957","145068.607","0","2"
"389","373204.3104","146270.255","0","0"
"389","373220.805","146256.8291","0","1"
"389","373281.826","146207.1609","0","2"
"389","373656.9867","145930.2565","0","3"
"389","373916.0263","145671.217","0","4"
"389","374369.5055","145223.5477","0","5"
"389","374694.374","143487.7462","0","6"
"389","374776.6856","142672.6206","0","7"
"389","374451.2808","140193.7678","0","8"
"198","371984.4404","147271.8029","0","0"
"198","371581.5655","147624.0654","0","1"
"141","370473.636","141987.8571","0","0"
"141","370133.5779","142110.4459","0","1"
